entity:pedigree_id Population Sex Superpopulation
HG03725 ITU 1 SAS
HG03727 ITU 1 SAS
HG03729 ITU 1 SAS
HG03730 ITU 2 SAS
HG03731 ITU 2 SAS
HG03732 ITU 1 SAS
HG03733 STU 2 SAS
HG03736 STU 2 SAS
HG03738 STU 1 SAS
HG03740 STU 1 SAS
HG03741 STU 2 SAS
HG03742 ITU 1 SAS
HG03743 STU 1 SAS
HG03744 STU 1 SAS
HG03745 STU 1 SAS
HG03746 STU 1 SAS
HG03750 STU 1 SAS
HG03752 STU 2 SAS
HG03753 STU 1 SAS
HG03754 STU 2 SAS
HG03755 STU 1 SAS
HG03756 STU 2 SAS
HG03757 STU 2 SAS
HG03760 STU 2 SAS
HG03761 PJL 1 SAS
HG03762 PJL 2 SAS
HG03763 PJL 1 SAS
HG03765 PJL 2 SAS
HG03767 PJL 1 SAS
HG03770 ITU 2 SAS
HG03771 ITU 1 SAS
HG03772 ITU 2 SAS
HG03773 ITU 1 SAS
HG03774 ITU 2 SAS
HG03775 ITU 1 SAS
HG03777 ITU 1 SAS
HG03778 ITU 1 SAS
HG03779 ITU 1 SAS
HG03780 ITU 2 SAS
HG03781 ITU 2 SAS
HG03782 ITU 2 SAS
HG03784 ITU 2 SAS
HG03785 ITU 1 SAS
HG03786 ITU 1 SAS
HG03787 ITU 2 SAS
HG03788 ITU 1 SAS
HG03789 ITU 2 SAS
HG03790 ITU 1 SAS
HG03792 ITU 1 SAS
HG03793 BEB 2 SAS
HG03794 BEB 1 SAS
HG03795 BEB 1 SAS
HG03796 BEB 2 SAS
HG03797 BEB 1 SAS
HG03798 BEB 1 SAS
HG03799 BEB 2 SAS
HG03800 BEB 1 SAS
HG03801 BEB 2 SAS
HG03802 BEB 2 SAS
HG03803 BEB 1 SAS
HG03804 BEB 2 SAS
HG03805 BEB 2 SAS
HG03806 BEB 1 SAS
HG03807 BEB 2 SAS
HG03808 BEB 2 SAS
HG03809 BEB 1 SAS
HG03812 BEB 1 SAS
HG03814 BEB 2 SAS
HG03815 BEB 1 SAS
HG03816 BEB 2 SAS
HG03817 BEB 2 SAS
HG03821 BEB 1 SAS
HG03823 BEB 2 SAS
HG03824 BEB 1 SAS
HG03825 BEB 2 SAS
HG03826 BEB 2 SAS
HG03829 BEB 2 SAS
HG03830 BEB 1 SAS
HG03831 BEB 2 SAS
HG03832 BEB 2 SAS
HG03833 BEB 1 SAS
HG03834 BEB 2 SAS
HG03836 STU 2 SAS
HG03837 STU 1 SAS
HG03838 STU 2 SAS
HG03844 STU 1 SAS
HG03846 STU 1 SAS
HG03848 STU 1 SAS
HG03849 STU 2 SAS
HG03850 STU 1 SAS
HG03851 STU 1 SAS
HG03854 STU 1 SAS
HG03856 STU 1 SAS
HG03857 STU 2 SAS
HG03858 STU 2 SAS
HG03861 ITU 2 SAS
HG03862 ITU 2 SAS
HG03863 ITU 2 SAS
HG03864 ITU 1 SAS
HG03866 ITU 1 SAS
HG03867 ITU 1 SAS
HG03868 ITU 2 SAS
HG03869 ITU 1 SAS
HG03870 ITU 1 SAS
HG03871 ITU 1 SAS
HG03872 ITU 1 SAS
HG03873 ITU 2 SAS
HG03874 ITU 2 SAS
HG03875 ITU 1 SAS
HG03882 ITU 2 SAS
HG03884 STU 2 SAS
HG03885 STU 1 SAS
HG03886 STU 2 SAS
HG03887 STU 1 SAS
HG03888 STU 2 SAS
HG03890 STU 1 SAS
HG03894 STU 2 SAS
HG03895 STU 2 SAS
HG03896 STU 1 SAS
HG03897 STU 2 SAS
HG03898 STU 2 SAS
HG03899 STU 1 SAS
HG03900 STU 1 SAS
HG03902 BEB 1 SAS
HG03904 BEB 2 SAS
HG03905 BEB 1 SAS
HG03906 BEB 1 SAS
HG03907 BEB 2 SAS
HG03908 BEB 1 SAS
HG03909 BEB 1 SAS
HG03910 BEB 2 SAS
HG03911 BEB 1 SAS
HG03913 BEB 2 SAS
HG03914 BEB 1 SAS
HG03915 BEB 2 SAS
HG03916 BEB 2 SAS
HG03917 BEB 1 SAS
HG03919 BEB 2 SAS
HG03920 BEB 1 SAS
HG03922 BEB 2 SAS
HG03925 BEB 2 SAS
HG03926 BEB 1 SAS
HG03927 BEB 2 SAS
HG03928 BEB 2 SAS
HG03929 BEB 1 SAS
HG03930 BEB 2 SAS
HG03931 BEB 2 SAS
HG03934 BEB 2 SAS
HG03937 BEB 2 SAS
HG03940 BEB 2 SAS
HG03941 BEB 1 SAS
HG03942 BEB 1 SAS
HG03943 STU 1 SAS
HG03944 STU 2 SAS
HG03945 STU 2 SAS
HG03947 STU 2 SAS
HG03949 STU 2 SAS
HG03950 STU 1 SAS
HG03951 STU 2 SAS
HG03953 STU 1 SAS
HG03955 STU 2 SAS
HG03960 ITU 1 SAS
HG03963 ITU 1 SAS
HG03965 ITU 1 SAS
HG03967 ITU 1 SAS
HG03968 ITU 2 SAS
HG03969 ITU 1 SAS
HG03971 ITU 1 SAS
HG03973 ITU 2 SAS
HG03974 ITU 1 SAS
HG03976 ITU 1 SAS
HG03977 ITU 2 SAS
HG03978 ITU 1 SAS
HG03985 STU 1 SAS
HG03986 STU 2 SAS
HG03989 STU 2 SAS
HG03990 STU 1 SAS
HG03991 STU 1 SAS
HG03992 STU 1 SAS
HG03995 STU 2 SAS
HG03998 STU 1 SAS
HG03999 STU 1 SAS
HG04001 ITU 2 SAS
HG04002 ITU 1 SAS
HG04003 STU 1 SAS
HG04006 STU 1 SAS
HG04014 ITU 2 SAS
HG04015 ITU 1 SAS
HG04017 ITU 1 SAS
HG04018 ITU 2 SAS
HG04019 ITU 1 SAS
HG04020 ITU 1 SAS
HG04022 ITU 1 SAS
HG04023 ITU 1 SAS
HG04025 ITU 2 SAS
HG04026 ITU 2 SAS
HG04029 STU 2 SAS
HG04033 STU 1 SAS
HG04035 STU 2 SAS
HG04036 STU 2 SAS
HG04038 STU 2 SAS
HG04039 STU 1 SAS
HG04042 STU 2 SAS
HG04047 STU 2 SAS
HG04054 ITU 2 SAS
HG04056 ITU 1 SAS
HG04059 ITU 2 SAS
HG04060 ITU 1 SAS
HG04061 ITU 1 SAS
HG04062 ITU 2 SAS
HG04063 ITU 2 SAS
HG04070 ITU 2 SAS
HG04075 STU 2 SAS
HG04076 ITU 2 SAS
HG04080 ITU 1 SAS
HG04090 ITU 2 SAS
HG04093 ITU 1 SAS
HG04094 ITU 1 SAS
HG04096 ITU 1 SAS
HG04098 ITU 1 SAS
HG04099 STU 2 SAS
HG04100 STU 1 SAS
HG04106 STU 2 SAS
HG04107 STU 1 SAS
HG04115 STU 1 SAS
HG04118 ITU 2 SAS
HG04122 STU 1 SAS
HG04127 STU 1 SAS
HG04131 BEB 1 SAS
HG04132 BEB 2 SAS
HG04133 BEB 2 SAS
HG04134 BEB 1 SAS
HG04135 BEB 2 SAS
HG04136 BEB 2 SAS
HG04140 BEB 1 SAS
HG04141 BEB 2 SAS
HG04142 BEB 2 SAS
HG04144 BEB 2 SAS
HG04146 BEB 1 SAS
HG04147 BEB 2 SAS
HG04148 BEB 2 SAS
HG04149 BEB 1 SAS
HG04150 BEB 2 SAS
HG04151 BEB 2 SAS
HG04152 BEB 1 SAS
HG04153 BEB 2 SAS
HG04155 BEB 1 SAS
HG04156 BEB 2 SAS
HG04157 BEB 1 SAS
HG04158 BEB 1 SAS
HG04159 BEB 2 SAS
HG04160 BEB 1 SAS
HG04161 BEB 1 SAS
HG04162 BEB 2 SAS
HG04164 BEB 1 SAS
HG04171 BEB 2 SAS
HG04173 BEB 1 SAS
HG04174 BEB 2 SAS
HG04175 BEB 2 SAS
HG04176 BEB 1 SAS
HG04177 BEB 2 SAS
HG04180 BEB 2 SAS
HG04182 BEB 1 SAS
HG04183 BEB 2 SAS
HG04184 BEB 2 SAS
HG04185 BEB 1 SAS
HG04186 BEB 2 SAS
HG04187 BEB 1 SAS
HG04188 BEB 1 SAS
HG04189 BEB 2 SAS
HG04191 BEB 1 SAS
HG04192 BEB 2 SAS
HG04193 BEB 1 SAS
HG04194 BEB 1 SAS
HG04195 BEB 2 SAS
HG04198 ITU 1 SAS
HG04199 STU 1 SAS
HG04200 ITU 2 SAS
HG04202 ITU 2 SAS
HG04204 STU 1 SAS
HG04206 ITU 1 SAS
HG04209 ITU 2 SAS
HG04210 STU 1 SAS
HG04211 ITU 1 SAS
HG04212 ITU 2 SAS
HG04214 ITU 2 SAS
HG04215 STU 1 SAS
HG04216 ITU 2 SAS
HG04217 ITU 2 SAS
HG04219 ITU 1 SAS
HG04222 ITU 1 SAS
HG04225 ITU 1 SAS
HG04227 STU 2 SAS
HG04228 STU 1 SAS
HG04229 STU 1 SAS
HG04235 ITU 1 SAS
HG04238 ITU 1 SAS
HG04239 ITU 1 SAS
NA06984 CEU 1 EUR
NA06985 CEU 2 EUR
NA06986 CEU 1 EUR
NA06989 CEU 2 EUR
NA06991 CEU 2 EUR
NA06993 CEU 1 EUR
NA06994 CEU 1 EUR
NA06995 CEU 1 EUR
NA06997 CEU 2 EUR
NA07000 CEU 2 EUR
NA07014 CEU 2 EUR
NA07019 CEU 2 EUR
NA07022 CEU 1 EUR
NA07029 CEU 1 EUR
NA07031 CEU 2 EUR
NA07034 CEU 1 EUR
NA07037 CEU 2 EUR
NA07045 CEU 2 EUR
NA07048 CEU 1 EUR
NA07051 CEU 1 EUR
NA07055 CEU 2 EUR
NA07056 CEU 2 EUR
NA07345 CEU 2 EUR
NA07346 CEU 2 EUR
NA07347 CEU 1 EUR
NA07348 CEU 2 EUR
NA07349 CEU 1 EUR
NA07357 CEU 1 EUR
NA07435 CEU 1 EUR
NA10830 CEU 1 EUR
NA10831 CEU 2 EUR
NA10835 CEU 1 EUR
NA10836 CEU 2 EUR
NA10837 CEU 1 EUR
NA10838 CEU 1 EUR
NA10839 CEU 2 EUR
NA10840 CEU 2 EUR
NA10842 CEU 1 EUR
NA10843 CEU 2 EUR
NA10845 CEU 1 EUR
NA10846 CEU 1 EUR
NA10847 CEU 2 EUR
NA10851 CEU 1 EUR
NA10852 CEU 2 EUR
NA10854 CEU 2 EUR
NA10855 CEU 2 EUR
NA10856 CEU 1 EUR
NA10857 CEU 1 EUR
NA10859 CEU 2 EUR
NA10860 CEU 1 EUR
NA10861 CEU 2 EUR
NA10863 CEU 2 EUR
NA10864 CEU 2 EUR
NA10865 CEU 1 EUR
NA11829 CEU 1 EUR
NA11830 CEU 2 EUR
NA11831 CEU 1 EUR
NA11832 CEU 2 EUR
NA11839 CEU 1 EUR
NA11840 CEU 2 EUR
NA11843 CEU 1 EUR
NA11881 CEU 1 EUR
NA11882 CEU 2 EUR
NA11891 CEU 1 EUR
NA11892 CEU 2 EUR
NA11893 CEU 1 EUR
NA11894 CEU 2 EUR
NA11917 CEU 1 EUR
NA11918 CEU 2 EUR
NA11919 CEU 1 EUR
NA11920 CEU 2 EUR
NA11930 CEU 1 EUR
NA11931 CEU 2 EUR
NA11932 CEU 1 EUR
NA11933 CEU 2 EUR
NA11992 CEU 1 EUR
NA11993 CEU 2 EUR
NA11994 CEU 1 EUR
NA11995 CEU 2 EUR
NA12003 CEU 1 EUR
NA12004 CEU 2 EUR
NA12005 CEU 1 EUR
NA12006 CEU 2 EUR
NA12043 CEU 1 EUR
NA12044 CEU 2 EUR
NA12045 CEU 1 EUR
NA12046 CEU 2 EUR
NA12056 CEU 1 EUR
NA12057 CEU 2 EUR
NA12058 CEU 2 EUR
NA12144 CEU 1 EUR
NA12145 CEU 2 EUR
NA12146 CEU 1 EUR
NA12154 CEU 1 EUR
NA12155 CEU 1 EUR
NA12156 CEU 2 EUR
NA12234 CEU 2 EUR
NA12236 CEU 2 EUR
NA12239 CEU 2 EUR
NA12248 CEU 1 EUR
NA12249 CEU 2 EUR
NA12264 CEU 1 EUR
NA12272 CEU 1 EUR
NA12273 CEU 2 EUR
NA12274 CEU 1 EUR
NA12275 CEU 2 EUR
NA12282 CEU 1 EUR
NA12283 CEU 2 EUR
NA12286 CEU 1 EUR
NA12287 CEU 2 EUR
NA12329 CEU 2 EUR
NA12335 CEU 1 EUR
NA12336 CEU 2 EUR
NA12340 CEU 1 EUR
NA12341 CEU 2 EUR
NA12342 CEU 1 EUR
NA12343 CEU 2 EUR
NA12344 CEU 1 EUR
NA12347 CEU 1 EUR
NA12348 CEU 2 EUR
NA12376 CEU 2 EUR
NA12383 CEU 2 EUR
NA12386 CEU 2 EUR
NA12399 CEU 1 EUR
NA12400 CEU 2 EUR
NA12413 CEU 1 EUR
NA12414 CEU 2 EUR
NA12485 CEU 1 EUR
NA12489 CEU 2 EUR
NA12546 CEU 1 EUR
NA12707 CEU 1 EUR
NA12716 CEU 1 EUR
NA12717 CEU 2 EUR
NA12718 CEU 2 EUR
NA12739 CEU 1 EUR
NA12740 CEU 2 EUR
NA12748 CEU 1 EUR
NA12749 CEU 2 EUR
NA12750 CEU 1 EUR
NA12751 CEU 2 EUR
NA12752 CEU 1 EUR
NA12753 CEU 2 EUR
NA12760 CEU 1 EUR
NA12761 CEU 2 EUR
NA12762 CEU 1 EUR
NA12763 CEU 2 EUR
NA12766 CEU 1 EUR
NA12767 CEU 2 EUR
NA12775 CEU 1 EUR
NA12776 CEU 2 EUR
NA12777 CEU 1 EUR
NA12778 CEU 2 EUR
NA12801 CEU 1 EUR
NA12802 CEU 2 EUR
NA12812 CEU 1 EUR
NA12813 CEU 2 EUR
NA12814 CEU 1 EUR
NA12815 CEU 2 EUR
NA12817 CEU 1 EUR
NA12818 CEU 2 EUR
NA12827 CEU 1 EUR
NA12828 CEU 2 EUR
NA12829 CEU 1 EUR
NA12830 CEU 2 EUR
NA12832 CEU 2 EUR
NA12842 CEU 1 EUR
NA12843 CEU 2 EUR
NA12864 CEU 1 EUR
NA12865 CEU 2 EUR
NA12872 CEU 1 EUR
NA12873 CEU 2 EUR
NA12874 CEU 1 EUR
NA12875 CEU 2 EUR
NA12877 CEU 1 EUR
NA12878 CEU 2 EUR
NA12889 CEU 1 EUR
NA12890 CEU 2 EUR
NA12891 CEU 1 EUR
NA12892 CEU 2 EUR
NA18484 YRI 2 AFR
NA18485 YRI 1 AFR
NA18486 YRI 1 AFR
NA18487 YRI 1 AFR
NA18488 YRI 2 AFR
NA18489 YRI 2 AFR
NA18497 YRI 1 AFR
NA18498 YRI 1 AFR
NA18499 YRI 2 AFR
NA18500 YRI 1 AFR
NA18501 YRI 1 AFR
NA18502 YRI 2 AFR
NA18503 YRI 1 AFR
NA18504 YRI 1 AFR
NA18505 YRI 2 AFR
NA18506 YRI 1 AFR
NA18507 YRI 1 AFR
NA18508 YRI 2 AFR
NA18510 YRI 1 AFR
NA18511 YRI 2 AFR
NA18515 YRI 1 AFR
NA18516 YRI 1 AFR
NA18517 YRI 2 AFR
NA18518 YRI 2 AFR
NA18519 YRI 1 AFR
NA18520 YRI 2 AFR
NA18521 YRI 1 AFR
NA18522 YRI 1 AFR
NA18523 YRI 2 AFR
NA18525 CHB 2 EAS
NA18526 CHB 2 EAS
NA18528 CHB 2 EAS
NA18530 CHB 1 EAS
NA18531 CHB 2 EAS
NA18532 CHB 2 EAS
NA18533 CHB 2 EAS
NA18534 CHB 1 EAS
NA18535 CHB 2 EAS
NA18536 CHB 1 EAS
NA18537 CHB 2 EAS
NA18538 CHB 2 EAS
NA18539 CHB 2 EAS
NA18541 CHB 2 EAS
NA18542 CHB 2 EAS
NA18543 CHB 1 EAS
NA18544 CHB 1 EAS
NA18545 CHB 2 EAS
NA18546 CHB 1 EAS
NA18547 CHB 2 EAS
NA18548 CHB 1 EAS
NA18549 CHB 1 EAS
NA18550 CHB 2 EAS
NA18552 CHB 2 EAS
NA18553 CHB 2 EAS
NA18555 CHB 2 EAS
NA18557 CHB 1 EAS
NA18558 CHB 1 EAS
NA18559 CHB 1 EAS
NA18560 CHB 2 EAS
NA18561 CHB 1 EAS
NA18562 CHB 1 EAS
NA18563 CHB 1 EAS
NA18564 CHB 2 EAS
NA18565 CHB 2 EAS
NA18566 CHB 2 EAS
NA18567 CHB 2 EAS
NA18570 CHB 2 EAS
NA18571 CHB 2 EAS
NA18572 CHB 1 EAS
NA18573 CHB 2 EAS
NA18574 CHB 2 EAS
NA18577 CHB 2 EAS
NA18579 CHB 2 EAS
NA18582 CHB 2 EAS
NA18591 CHB 2 EAS
NA18592 CHB 2 EAS
NA18593 CHB 2 EAS
NA18595 CHB 2 EAS
NA18596 CHB 2 EAS
NA18597 CHB 2 EAS
NA18599 CHB 2 EAS
NA18602 CHB 2 EAS
NA18603 CHB 1 EAS
NA18605 CHB 1 EAS
NA18606 CHB 1 EAS
NA18608 CHB 1 EAS
NA18609 CHB 1 EAS
NA18610 CHB 2 EAS
NA18611 CHB 1 EAS
NA18612 CHB 1 EAS
NA18613 CHB 1 EAS
NA18614 CHB 2 EAS
NA18615 CHB 2 EAS
NA18616 CHB 2 EAS
NA18617 CHB 2 EAS
NA18618 CHB 2 EAS
NA18619 CHB 2 EAS
NA18620 CHB 1 EAS
NA18621 CHB 1 EAS
NA18622 CHB 1 EAS
NA18623 CHB 1 EAS
NA18624 CHB 1 EAS
NA18625 CHB 2 EAS
NA18626 CHB 2 EAS
NA18627 CHB 2 EAS
NA18628 CHB 2 EAS
NA18629 CHB 1 EAS
NA18630 CHB 2 EAS
NA18631 CHB 2 EAS
NA18632 CHB 1 EAS
NA18633 CHB 1 EAS
NA18634 CHB 2 EAS
NA18635 CHB 1 EAS
NA18636 CHB 1 EAS
NA18637 CHB 1 EAS
NA18638 CHB 1 EAS
NA18639 CHB 1 EAS
NA18640 CHB 2 EAS
NA18641 CHB 2 EAS
NA18642 CHB 2 EAS
NA18643 CHB 1 EAS
NA18644 CHB 2 EAS
NA18645 CHB 1 EAS
NA18646 CHB 2 EAS
NA18647 CHB 1 EAS
NA18648 CHB 1 EAS
NA18740 CHB 1 EAS
NA18745 CHB 1 EAS
NA18747 CHB 1 EAS
NA18748 CHB 1 EAS
NA18749 CHB 1 EAS
NA18757 CHB 1 EAS
NA18852 YRI 2 AFR
NA18853 YRI 1 AFR
NA18854 YRI 1 AFR
NA18855 YRI 2 AFR
NA18856 YRI 1 AFR
NA18857 YRI 1 AFR
NA18858 YRI 2 AFR
NA18859 YRI 1 AFR
NA18860 YRI 1 AFR
NA18861 YRI 2 AFR
NA18862 YRI 1 AFR
NA18863 YRI 1 AFR
NA18864 YRI 2 AFR
NA18865 YRI 1 AFR
NA18867 YRI 2 AFR
NA18868 YRI 1 AFR
NA18869 YRI 1 AFR
NA18870 YRI 2 AFR
NA18871 YRI 1 AFR
NA18872 YRI 1 AFR
NA18873 YRI 2 AFR
NA18874 YRI 1 AFR
NA18875 YRI 2 AFR
NA18876 YRI 2 AFR
NA18877 YRI 1 AFR
NA18878 YRI 2 AFR
NA18879 YRI 1 AFR
NA18881 YRI 2 AFR
NA18906 YRI 2 AFR
NA18907 YRI 2 AFR
NA18908 YRI 1 AFR
NA18909 YRI 2 AFR
NA18910 YRI 1 AFR
NA18911 YRI 1 AFR
NA18912 YRI 2 AFR
NA18913 YRI 1 AFR
NA18914 YRI 1 AFR
NA18915 YRI 1 AFR
NA18916 YRI 2 AFR
NA18917 YRI 1 AFR
NA18923 YRI 1 AFR
NA18924 YRI 2 AFR
NA18925 YRI 1 AFR
NA18930 YRI 2 AFR
NA18933 YRI 2 AFR
NA18934 YRI 1 AFR
NA18935 YRI 1 AFR
NA18939 JPT 2 EAS
NA18940 JPT 1 EAS
NA18941 JPT 2 EAS
NA18942 JPT 2 EAS
NA18943 JPT 1 EAS
NA18944 JPT 1 EAS
NA18945 JPT 1 EAS
NA18946 JPT 2 EAS
NA18947 JPT 2 EAS
NA18948 JPT 1 EAS
NA18949 JPT 2 EAS
NA18950 JPT 2 EAS
NA18951 JPT 2 EAS
NA18952 JPT 1 EAS
NA18953 JPT 1 EAS
NA18954 JPT 2 EAS
NA18956 JPT 2 EAS
NA18957 JPT 2 EAS
NA18959 JPT 1 EAS
NA18960 JPT 1 EAS
NA18961 JPT 1 EAS
NA18962 JPT 1 EAS
NA18963 JPT 2 EAS
NA18964 JPT 2 EAS
NA18965 JPT 1 EAS
NA18966 JPT 1 EAS
NA18967 JPT 1 EAS
NA18968 JPT 2 EAS
NA18969 JPT 2 EAS
NA18970 JPT 1 EAS
NA18971 JPT 1 EAS
NA18972 JPT 2 EAS
NA18973 JPT 2 EAS
NA18974 JPT 1 EAS
NA18975 JPT 2 EAS
NA18976 JPT 2 EAS
NA18977 JPT 1 EAS
NA18978 JPT 2 EAS
NA18979 JPT 2 EAS
NA18980 JPT 2 EAS
NA18981 JPT 2 EAS
NA18982 JPT 1 EAS
NA18983 JPT 1 EAS
NA18984 JPT 1 EAS
NA18985 JPT 1 EAS
NA18986 JPT 1 EAS
NA18987 JPT 2 EAS
NA18988 JPT 1 EAS
NA18989 JPT 1 EAS
NA18990 JPT 1 EAS
NA18991 JPT 2 EAS
NA18992 JPT 2 EAS
NA18993 JPT 2 EAS
NA18994 JPT 1 EAS
NA18995 JPT 1 EAS
NA18997 JPT 2 EAS
NA18998 JPT 2 EAS
NA18999 JPT 2 EAS
NA19000 JPT 1 EAS
NA19001 JPT 2 EAS
NA19002 JPT 2 EAS
NA19003 JPT 2 EAS
NA19004 JPT 1 EAS
NA19005 JPT 1 EAS
NA19006 JPT 1 EAS
NA19007 JPT 1 EAS
NA19009 JPT 1 EAS
NA19010 JPT 2 EAS
NA19011 JPT 2 EAS
NA19012 JPT 1 EAS
NA19017 LWK 2 AFR
NA19019 LWK 2 AFR
NA19020 LWK 1 AFR
NA19023 LWK 2 AFR
NA19024 LWK 2 AFR
NA19025 LWK 1 AFR
NA19026 LWK 1 AFR
NA19027 LWK 1 AFR
NA19028 LWK 1 AFR
NA19030 LWK 2 AFR
NA19031 LWK 1 AFR
NA19035 LWK 1 AFR
NA19036 LWK 2 AFR
NA19037 LWK 2 AFR
NA19038 LWK 2 AFR
NA19041 LWK 1 AFR
NA19042 LWK 2 AFR
NA19043 LWK 1 AFR
NA19054 JPT 2 EAS
NA19055 JPT 1 EAS
NA19056 JPT 1 EAS
NA19057 JPT 2 EAS
NA19058 JPT 1 EAS
NA19059 JPT 2 EAS
NA19060 JPT 1 EAS
NA19062 JPT 1 EAS
NA19063 JPT 1 EAS
NA19064 JPT 2 EAS
NA19065 JPT 2 EAS
NA19066 JPT 1 EAS
NA19067 JPT 1 EAS
NA19068 JPT 1 EAS
NA19070 JPT 1 EAS
NA19072 JPT 1 EAS
NA19074 JPT 2 EAS
NA19075 JPT 1 EAS
NA19076 JPT 1 EAS
NA19077 JPT 2 EAS
NA19078 JPT 2 EAS
NA19079 JPT 1 EAS
NA19080 JPT 2 EAS
NA19081 JPT 2 EAS
NA19082 JPT 1 EAS
NA19083 JPT 1 EAS
NA19084 JPT 2 EAS
NA19085 JPT 1 EAS
NA19086 JPT 1 EAS
NA19087 JPT 2 EAS
NA19088 JPT 1 EAS
NA19089 JPT 1 EAS
NA19090 JPT 2 EAS
NA19091 JPT 1 EAS
NA19092 YRI 1 AFR
NA19093 YRI 2 AFR
NA19094 YRI 2 AFR
NA19095 YRI 2 AFR
NA19096 YRI 1 AFR
NA19097 YRI 2 AFR
NA19098 YRI 1 AFR
NA19099 YRI 2 AFR
NA19100 YRI 2 AFR
NA19101 YRI 1 AFR
NA19102 YRI 2 AFR
NA19103 YRI 1 AFR
NA19107 YRI 1 AFR
NA19108 YRI 2 AFR
NA19109 YRI 2 AFR
NA19113 YRI 1 AFR
NA19114 YRI 2 AFR
NA19115 YRI 2 AFR
NA19116 YRI 2 AFR
NA19117 YRI 1 AFR
NA19118 YRI 2 AFR
NA19119 YRI 1 AFR
NA19120 YRI 1 AFR
NA19121 YRI 1 AFR
NA19122 YRI 2 AFR
NA19123 YRI 1 AFR
NA19127 YRI 2 AFR
NA19128 YRI 1 AFR
NA19129 YRI 2 AFR
NA19130 YRI 1 AFR
NA19131 YRI 2 AFR
NA19132 YRI 2 AFR
NA19137 YRI 2 AFR
NA19138 YRI 1 AFR
NA19139 YRI 1 AFR
NA19140 YRI 2 AFR
NA19141 YRI 1 AFR
NA19142 YRI 1 AFR
NA19143 YRI 2 AFR
NA19144 YRI 1 AFR
NA19145 YRI 1 AFR
NA19146 YRI 1 AFR
NA19147 YRI 2 AFR
NA19148 YRI 2 AFR
NA19149 YRI 2 AFR
NA19150 YRI 1 AFR
NA19151 YRI 2 AFR
NA19152 YRI 2 AFR
NA19153 YRI 1 AFR
NA19154 YRI 1 AFR
NA19159 YRI 2 AFR
NA19160 YRI 1 AFR
NA19161 YRI 1 AFR
NA19171 YRI 1 AFR
NA19172 YRI 2 AFR
NA19173 YRI 1 AFR
NA19174 YRI 1 AFR
NA19175 YRI 1 AFR
NA19176 YRI 2 AFR
NA19177 YRI 1 AFR
NA19184 YRI 1 AFR
NA19185 YRI 2 AFR
NA19186 YRI 1 AFR
NA19189 YRI 1 AFR
NA19190 YRI 2 AFR
NA19191 YRI 1 AFR
NA19197 YRI 2 AFR
NA19198 YRI 1 AFR
NA19199 YRI 2 AFR
NA19200 YRI 1 AFR
NA19201 YRI 2 AFR
NA19202 YRI 2 AFR
NA19203 YRI 1 AFR
NA19204 YRI 2 AFR
NA19205 YRI 1 AFR
NA19206 YRI 2 AFR
NA19207 YRI 1 AFR
NA19208 YRI 1 AFR
NA19209 YRI 2 AFR
NA19210 YRI 1 AFR
NA19211 YRI 1 AFR
NA19213 YRI 1 AFR
NA19214 YRI 2 AFR
NA19215 YRI 2 AFR
NA19221 YRI 2 AFR
NA19222 YRI 2 AFR
NA19223 YRI 1 AFR
NA19224 YRI 1 AFR
NA19225 YRI 2 AFR
NA19226 YRI 1 AFR
NA19235 YRI 2 AFR
NA19236 YRI 1 AFR
NA19237 YRI 2 AFR
NA19238 YRI 2 AFR
NA19239 YRI 1 AFR
NA19240 YRI 2 AFR
NA19247 YRI 2 AFR
NA19248 YRI 1 AFR
NA19249 YRI 1 AFR
NA19256 YRI 1 AFR
NA19257 YRI 2 AFR
NA19258 YRI 1 AFR
NA19307 LWK 1 AFR
NA19308 LWK 1 AFR
NA19309 LWK 1 AFR
NA19310 LWK 2 AFR
NA19312 LWK 1 AFR
NA19314 LWK 2 AFR
NA19315 LWK 2 AFR
NA19316 LWK 2 AFR
NA19317 LWK 1 AFR
NA19318 LWK 1 AFR
NA19319 LWK 1 AFR
NA19320 LWK 2 AFR
NA19321 LWK 2 AFR
NA19323 LWK 2 AFR
NA19324 LWK 2 AFR
NA19327 LWK 2 AFR
NA19328 LWK 2 AFR
NA19331 LWK 1 AFR
NA19332 LWK 2 AFR
NA19334 LWK 1 AFR
NA19338 LWK 2 AFR
NA19346 LWK 1 AFR
NA19347 LWK 1 AFR
NA19350 LWK 1 AFR
NA19351 LWK 2 AFR
NA19355 LWK 2 AFR
NA19360 LWK 1 AFR
NA19372 LWK 1 AFR
NA19374 LWK 1 AFR
NA19375 LWK 1 AFR
NA19376 LWK 1 AFR
NA19377 LWK 2 AFR
NA19378 LWK 2 AFR
NA19379 LWK 2 AFR
NA19380 LWK 1 AFR
NA19383 LWK 1 AFR
NA19384 LWK 1 AFR
NA19385 LWK 1 AFR
NA19390 LWK 2 AFR
NA19391 LWK 2 AFR
NA19393 LWK 1 AFR
NA19394 LWK 1 AFR
NA19395 LWK 2 AFR
NA19397 LWK 1 AFR
NA19399 LWK 2 AFR
NA19401 LWK 2 AFR
NA19403 LWK 2 AFR
NA19404 LWK 2 AFR
NA19428 LWK 1 AFR
NA19429 LWK 1 AFR
NA19430 LWK 1 AFR
NA19431 LWK 2 AFR
NA19434 LWK 2 AFR
NA19435 LWK 2 AFR
NA19436 LWK 2 AFR
NA19437 LWK 2 AFR
NA19438 LWK 2 AFR
